Date,CPI,CPI_lag_1,CPI_slope_1,Exports_lag_1,Exports_slope_1,Imports_lag_1,Imports_slope_1,Trade Balance_lag_1,Trade Balance_slope_1,Currency in Circulation_lag_1,Currency in Circulation_slope_1,Cash with Banks_lag_1,Cash with Banks_slope_1,Currency with the Public_lag_1,Currency with the Public_slope_1,Consumer Goods Manufacture_lag_1,Consumer Goods Manufacture_slope_1,Government Expenditure_lag_1,Government Expenditure_slope_1,Gross Fixed Capital_lag_1,Gross Fixed Capital_slope_1,Wholesale Industry Prices_lag_1,Wholesale Industry Prices_slope_1
1996-10-01,28.40005300568717,27.892159954172193,0.5078930515149764,0.09771855145342848,-0.0015292985722552067,0.06562442001674684,0.012091703848477669,-0.012270636052501747,-0.037622640437998844,0.04604153417767988,-0.0016724551612179036,0.04267972937661298,0.0019075769852949739,0.046165190793145676,-0.001707810083372462,0.15347522629081492,-0.0023122673036459875,0.050752145027972866,0.006977817470289835,0.05103895199218545,0.003964741706814853,0.3418011338794549,0.03890134261876925
1997-01-01,29.060325470479842,28.40005300568717,0.6602724647926728,0.09684638885213347,0.017586933580934876,0.07212653313383002,0.027175169473898267,-0.027856322974026144,-0.04514716852559861,0.04557089007574676,0.006377105713137456,0.0429408288975052,0.005942835992649727,0.045667631107131484,0.006283523959312489,0.1514478798681169,-4.3812074480784204e-05,0.05234361320608932,0.01675136493689331,0.05262366668886313,0.006471425609427386,0.34334619041107445,0.12895182683040643
1997-04-01,29.60370333466305,29.060325470479842,0.5433778641832063,0.10687625876702608,-0.019498556796253886,0.08673952962376957,-0.029169677325193554,-0.04655914727985542,0.04729703369348426,0.0473654656559414,0.013465732849896762,0.043754254327977124,0.0039618906617664845,0.047498296143424226,0.01341651544339079,0.1514094663800528,0.003774052446593335,0.05616418666628535,-0.0038713812891173946,0.05521030764307417,9.541435516168385e-05,0.3484678095865644,0.14553567296222325
1997-07-01,29.455437355768424,29.60370333466305,-0.14826597889462434,0.0957561856005147,0.022493433166920332,0.07105401962998126,0.015498988094440449,-0.02696571229279618,-0.002508176029199923,0.05115484541987832,0.0054427590750005805,0.044296537948291734,0.027586497941188854,0.051407113216477035,0.004973822536800422,0.1547184746917697,0.007677062846724236,0.05528122001471859,0.0043084964029278605,0.05524844493979614,0.0019456699392483175,0.35424809445481575,-0.0016809303547825978
1997-10-01,29.959593488654022,29.455437355768424,0.5041561328855977,0.10858424386122881,0.0016567401199431406,0.07938834331613943,0.001371224147765509,-0.02800475808756447,-0.0005971847688571245,0.05268648735342145,-0.0029207827834441358,0.048072438711963844,0.013353038897064818,0.05285620501175073,-0.003155708461406131,0.1614495588854496,-0.0035545026120156675,0.056263881849881806,0.016093104577171058,0.05602613286390755,0.005714028919322834,0.35418133242941974,0.10599312716779029
1998-01-01,31.88332851617143,29.959593488654022,1.9237350275174094,0.1095290866792984,-0.004141850299857851,0.08012569635003547,-0.0004570747159218363,-0.028252149943461684,-0.006449595503656944,0.05186455249864499,0.003220837191626303,0.04990013535820939,-0.010124831691181016,0.0519368092741937,0.0034004058230177755,0.1583330471639985,0.013424515412243244,0.05993432234660122,0.07372969146124807,0.05831004094047346,0.002811437320612793,0.35839109390326573,0.19464989560016469
1998-04-01,32.028865472212665,31.88332851617143,0.14553695604123362,0.10716697963412442,-0.014974381853332231,0.07987991200540345,0.0004155224690198512,-0.030923981987151582,-0.029381490627770523,0.05277092539441929,0.014915362796599638,0.0485142994396276,0.023918080661775445,0.05292749604322863,0.014523358949540871,0.1701033746060514,-0.007906117594797755,0.07675024770471282,0.005565951613776215,0.05943377771079197,0.006493458288145256,0.3661220633847919,0.1098646937788799
1998-07-01,33.816158528532235,32.028865472212665,1.7872930563195695,0.09862705416311078,0.004269291847545785,0.08010335231870529,0.014003107205968986,-0.04309566129729444,-0.032247977518284725,0.056968244217185444,-0.004804668687980276,0.051788085740045446,0.0482763713970805,0.05715878498405456,-0.005645789384749498,0.1631714601176315,-0.008577839555320124,0.0780197040801449,-0.000816027125452873,0.06202922516801211,0.004780806728348978,0.37048559305473044,0.21968436652411844
1998-10-01,35.54110679610655,33.816158528532235,1.7249482675743124,0.10106184142505935,-0.010959973101162314,0.08763329087697688,-0.019820421772246903,-0.05645482151574393,0.036428270900284596,0.05561616672525797,0.011654011929606967,0.05839591207647165,0.018415454742655327,0.05551391988990372,0.011352436144407592,0.15565059420842844,0.022171666272531466,0.07783358840598638,-0.01564663514061447,0.06394012258444852,0.004962280439768165,0.3792108642804343,0.05752914959834696
1999-01-01,34.872390564552845,35.54110679610655,-0.6687162315537023,0.0948113427824451,0.00853858369509157,0.07697518793247969,0.0,-0.04136391830601396,0.016004551805370935,0.058895711735321835,0.00685060929398189,0.06091652668200808,-0.017168192867654766,0.05882138049017918,0.007158348723623549,0.1750902360837405,0.009581643937112892,0.07426497658331967,0.013417556772556046,0.06592355538372015,0.004189419897993492,0.3814957671234164,0.03006584683557746
1999-04-01,34.70490645164165,34.872390564552845,-0.1674841129111968,0.09968091730634225,-0.0005097661907517355,0.07697518793247969,-0.004861612887532259,-0.03473381656796866,0.012899191007313888,0.060823535532112234,0.01852234595656164,0.058566630993978096,0.004402100735296094,0.060906920198595,0.018471481146736007,0.18349121616456518,0.007696707565559896,0.0773251905717929,0.04708574993538812,0.06759807437482936,0.010224728092430642,0.3826899015646675,0.06747852438469061
1999-07-01,34.885769382223984,34.70490645164165,0.18086293058233593,0.0993901964392439,0.025998075728338513,0.07436093626684831,0.03652442502684492,-0.029390152480588863,-0.0561353682725697,0.06603589224012248,-0.0025472973386604252,0.05916916834988322,0.02531207922795254,0.06628846961621987,-0.0029883506804074932,0.19023952442675723,-0.0030951023952826362,0.08806428957860694,0.009088659541181484,0.0716849173713748,0.004187143566950422,0.3853699667713196,0.034661729998453274
1999-10-01,35.869431108314046,34.885769382223984,0.9836617260900624,0.11421696066125908,-0.0003186038692198347,0.09400133980607897,-0.002493134814119107,-0.05264498693492685,0.006569032457428369,0.06531905958827582,0.007978661942464216,0.06263375814633769,0.026632709448541368,0.06541783251159074,0.007529832282961435,0.18752580497093732,0.003330676384771989,0.09013718880578092,0.010098642185620487,0.0733585265086965,0.0025506259214508427,0.3867466373108476,0.19924363331121095
2000-01-01,35.78571507932867,35.869431108314046,-0.08371602898537844,0.11403526011932262,-0.024851101799147107,0.09266069792626801,-0.011136002169732012,-0.04992367652005751,-0.014690745313885261,0.06756432766577962,0.009080127491487362,0.0662791091495637,0.0408661684926654,0.06761160160976316,0.008386906979590821,0.19044607065267102,0.00973420434370878,0.09244044018044491,-0.00902060477643856,0.07437801647357933,0.008495753741908755,0.3946600576790837,0.0405374702867451
2000-04-01,36.62831090558698,35.78571507932867,0.8425958262583109,0.09986261784827871,0.03581107490030942,0.08667249752977901,0.02169027288283623,-0.05600951617512894,0.0048969151046284205,0.07011955817226284,0.012124983405741,0.07187266427021627,0.022230608713245274,0.07005507400989966,0.011758151977131561,0.19898081242881088,0.025281910309876657,0.09038306256771825,-0.007564754125287213,0.07777378517927219,-0.003570977587008949,0.3962700967940743,0.35923868500127837
2000-07-01,36.613602299737735,36.62831090558698,-0.014708605849243384,0.12028575876193687,0.01376368715029686,0.09833608188413444,0.00357349323357072,-0.0539809029567718,0.015526803990285236,0.07353163884161446,-0.0044451098191037545,0.07491547791753714,0.01782850797794918,0.07348073735666698,-0.004758286000665813,0.2211474496272359,0.005481785190236457,0.08865772860521066,0.020893702551619465,0.0763464587398442,0.0021509415815104418,0.4105380896011876,0.03794855342948147
2000-10-01,36.85440404493666,36.613602299737735,0.2408017451989224,0.12813522217359197,0.01229810935188562,0.10025766857853015,-0.009266151059142682,-0.047548714703444274,0.049685772768912756,0.0722807444874228,0.006931636644714627,0.0773557542089529,0.0203230317279503,0.07209444077046709,0.006589078695832729,0.2259537614138971,-0.012326584369744398,0.09342306717640603,-0.003040932811715642,0.07720619412438534,0.0036458337388435183,0.41204530391294875,0.3063461239007034
2001-01-01,36.948128098158605,36.85440404493666,0.09372405322194766,0.13514886309233934,-0.003377201013730248,0.09527494959189939,-0.010678927453810175,-0.02696571229279618,0.024484575523142104,0.07423137011806916,0.006128073214869795,0.08013746833538156,-0.03495561457207449,0.07401412725021152,0.0067408924889901176,0.2151460763825505,0.002482113868399178,0.09272950535392478,0.04873907669031599,0.07866344070810546,0.0006296007805260307,0.4242125466816019,0.1649468869404865
2001-04-01,37.464573711658495,36.948128098158605,0.51644561349989,0.13322283734781287,-0.03511014638802579,0.08953253354004241,0.0036150454804727053,-0.01682264620101046,-0.07632021345994051,0.07595586568702212,0.01964395439855601,0.07535292003792426,0.04395130742465203,0.07597804372015886,0.018912519614146528,0.21732234063361422,0.020948283581062772,0.10384568744290591,-0.024021764591721388,0.0789150933209918,0.016576094092227184,0.43076379267676584,0.049488376858485124
2001-07-01,38.0946019433372,37.464573711658495,0.6300282316787076,0.1131994376264149,0.020263206082381486,0.09147646426576832,0.03444681268174566,-0.048439325384674235,-0.06103228337719812,0.08148385321739693,-0.0009110765958483118,0.08136875342217367,0.05676508898164312,0.08148808691089206,-0.0018933236478855065,0.23568934678068285,0.027915465197957113,0.0983669150197658,0.005128597005253792,0.08554058922058916,-0.001560545728165111,0.43272933768773836,0.0213193289205323
2001-10-01,38.413944527903524,38.0946019433372,0.31934258456632136,0.1247555920935738,0.01816042054553058,0.10999966623848985,-0.034488364928647645,-0.07372277305736936,0.13317220345513875,0.08122746797240593,0.004906851773568378,0.08913847262657025,-0.07203817748275292,0.08093647901904445,0.006158740983510306,0.2601650284710271,0.003959641187375898,0.09953662158876062,0.02809726364144572,0.08491683616600554,0.010603581225712852,0.4335760839998443,0.07540230092082342
2002-01-01,38.774777127748436,38.413944527903524,0.3608325998449118,0.13511252298395204,0.034090614006522316,0.09145412023443814,0.006232837035297768,-0.018554389192290948,0.045983227201998586,0.08260830071449768,0.01227994821401739,0.07927825006586084,0.02585720603567346,0.08273078932311928,0.011850667865612402,0.26363675701371614,-0.013138306483252586,0.10594491489363722,-0.03193754155691635,0.0891551074705194,0.004175601771929272,0.4365708602644726,0.017912245131078496
2002-04-01,39.220725604389465,38.774777127748436,0.44594847664102844,0.15455448097115332,-0.013891128697984794,0.09480572493396555,-0.0014958808884714644,0.0004947837117944253,-0.021737525586399332,0.08606398989109883,0.024597624788219623,0.0828174540715549,0.04592271487060886,0.08618340658992257,0.023839203042632342,0.25211737142748525,-0.007983154562984129,0.09866074885009737,0.010995301744362147,0.09082410333072277,-0.0010605281835442204,0.43728228638688077,0.048896839504405945
2002-07-01,39.575601586898756,39.220725604389465,0.35487598250929153,0.14663233734272366,0.03491898406649389,0.09400133980607897,0.027715348683624075,-0.008510279842864114,-0.014093560545028137,0.09298598534819026,-3.418341359015242e-06,0.08910312376835716,0.03464159805295672,0.09312880789432144,-0.0006020569385228457,0.2451179125761702,-0.018347107531530085,0.10116850616955243,-0.005379292353799713,0.09040020822658153,0.008361449558649594,0.439224337127705,0.16272026754254432
2002-10-01,39.973485010870476,39.575601586898756,0.39788342397172016,0.1665467167389597,0.010768810779630412,0.10890480870331089,0.0298760655225273,-0.014348727642038334,-0.06580976152805512,0.09298502339582447,0.006221026778788523,0.09384469106775989,-0.009122620090445283,0.09295340240619916,0.006387564713166639,0.2290315618492222,0.010476969175513804,0.09994162217060744,0.020719185811324044,0.0937422952983182,0.009825291374558821,0.4456871477987225,0.10868466264844526
2003-01-01,40.103249149230045,39.973485010870476,0.1297641383595689,0.17268819505641209,0.0062446358367087606,0.12497016722971231,-0.0009141494318436726,-0.041611310161911164,0.014332434452570987,0.09473567694355409,0.010847232726779956,0.09259603282053917,-0.016056662431992528,0.0948143790592954,0.011140208728033656,0.2382175439133216,0.005519056586593432,0.1046671577747703,0.022770453196839225,0.09766948268952722,0.0036257931308064867,0.4500038098110724,0.14471127715887877
2003-04-01,41.22775633892266,40.103249149230045,1.1245071896926149,0.17624952567836671,-0.03415433478036628,0.1244785985404483,0.008019583652083127,-0.03567390562037806,-0.08706953929936875,0.09778818694414342,0.02582748070658354,0.09039827781487522,0.12477534429160014,0.09806000854164815,0.023708182185901976,0.24305653446162684,0.0034614441899751833,0.10986053691063276,-0.021347905901224144,0.0991187190046258,0.011721207311741748,0.45575135189887317,0.31977200779584564
2003-07-01,41.221156746453644,41.22775633892266,-0.006599592469015647,0.15677122758277814,0.02058180995160132,0.12879099658717358,0.0008310449380397024,-0.07174363821019167,0.03618939699274174,0.10505627504851636,0.0013205432485667579,0.10747689789932803,0.09854542706033835,0.10496723774660177,-0.00038051073661598764,0.24609145455276416,0.0029359777346434535,0.10499160575044127,0.055927259576675374,0.10380370755199964,0.01700261870967197,0.46845183460755213,-0.044619748898492115
2003-10-01,41.28678225970058,41.221156746453644,0.06562551324693544,0.1685090825918735,0.06193659217633587,0.12923787721377722,0.05131702492395162,-0.05675169174282058,-0.031411918841884746,0.10542788793578382,0.013172578427050444,0.12096529914862014,0.04746711854524185,0.10485637834573572,0.01237113788589844,0.24866565691598788,0.01949178206339138,0.11774723518392954,-0.029347143391552435,0.11059968614120015,0.004229143202430842,0.4666796583834447,0.1618645694452591
2004-01-01,41.846868677455774,41.28678225970058,0.5600864177551941,0.20383166794432142,-0.025042264120679007,0.15683275590655296,-0.005027821875140199,-0.06976450336301397,-0.03248685142582757,0.1091347713773872,0.012740436776650342,0.12746235903445244,-0.17159828876257693,0.10846063126710895,0.015723998884768803,0.2657556337434578,0.018819702711271362,0.11105387511466187,-0.007072626813095222,0.11229008261159994,0.022359030922856765,0.4731084830312223,0.30837173205616597
2004-04-01,42.147645425582034,41.846868677455774,0.30077674812626043,0.1895500053481156,0.027208770431373885,0.15412912811560084,0.0036981499742766754,-0.08322262032382233,0.04036969037474161,0.11272004622602097,0.0313390370665656,0.1039748503639148,0.08650894409289513,0.11304171907316257,0.02988888955267102,0.2822563457968502,0.000691086866352054,0.10944078326227974,-0.06207961881462158,0.12122702920915958,0.044315584542047655,0.4853561774989793,0.1058582694467456
2004-07-01,42.537600874097684,42.147645425582034,0.38995544851565,0.20506723162948934,0.011214856196538182,0.1561177469039871,0.03677373850825683,-0.06649893086517075,-0.08468080022394026,0.12153913644599536,-0.004531302663445724,0.11581575850532543,-0.021926091560672458,0.1217496583492749,-0.00415887955930303,0.28286227595209795,0.04229932293638542,0.0952819523278606,0.05089870044663504,0.13894005147109745,0.017272416463685703,0.4895605827874416,0.3183716114751323
2004-10-01,43.17464705487505,42.537600874097684,0.637046180777368,0.21146309070565275,0.04460454169077686,0.1758922146311989,0.04641385978951738,-0.10157909603139552,-0.04980520972268418,0.12026398664103942,0.005833526134432787,0.11281462563065653,0.016701461677930178,0.12053799504558287,0.005553250014196953,0.31994941587852893,0.015173543046551462,0.10689069136599096,0.014366890513399922,0.14584386872862312,0.015603984888713767,0.5022054455268208,0.13322626497769802
2005-01-01,43.67351770704571,43.17464705487505,0.49887065217065896,0.23690116657675725,0.10673229618864463,0.20085049762701304,0.08393553874200994,-0.12221157681322305,-0.04120574905114159,0.12190559398113945,0.020041975937983444,0.11510063750641474,-0.039304220612393616,0.1221558993783444,0.020749830229255816,0.33325325327076083,-0.008124121188117688,0.11016742498189758,0.20839972850268157,0.15208081075624053,0.020323869909009546,0.5074968338705166,0.11954814290296614
2005-04-01,44.2383024407417,43.67351770704571,0.564784733695987,0.2977708481254715,-0.03275247775579901,0.24598544091398228,0.013587584736949133,-0.13928161487013072,-0.10044647812176834,0.12754558839475855,0.033329258708414966,0.10972087393721272,0.11077393809921489,0.1282012314174483,0.031462637965771964,0.3261301979032758,0.00856218047962431,0.15769826648818175,-0.24831912159592856,0.16020429967931774,0.01863656939501308,0.5122449640532033,0.15792841602005964
2005-07-01,44.265433791611436,44.2383024407417,0.027131350869737503,0.2790920324144034,-0.011979505482665785,0.25329193915895204,0.0071885387140434255,-0.18089292503204188,-0.04311674031148439,0.1369247450960334,2.253573192252779e-05,0.12488305212871416,0.036311067243688266,0.13736767235830166,-0.0006049154918332959,0.33363733427046416,-0.0005655979955986766,0.10106279533686537,0.12212917324276511,0.16765337142216705,0.0198721191196806,0.5185174552906239,0.07966629709647385
2005-10-01,44.98043077201646,44.265433791611436,0.7149969804050258,0.27226009203759244,0.07200447444368265,0.2571574565790737,0.015540540341342434,-0.19875461702782063,0.09041377400496864,0.13693108685607458,0.012590700764601004,0.12985312795448545,0.04563538491330513,0.13719143404871906,0.011820082300524217,0.3331414300680157,0.01013952366285158,0.12891744955548012,0.04768530935547574,0.17559629470742355,0.01933575294269405,0.5216815859964742,0.12806923451168417
2006-01-01,45.58319623796135,44.98043077201646,0.6027654659448913,0.3133244145152325,0.03479154251880595,0.265514124296562,0.04200932161790696,-0.16129949004498265,-0.055657620457484,0.14047422462829987,0.02770008608463482,0.13609946937527667,-0.012257651845219006,0.14063514040422723,0.027952071265724444,0.3420315471376689,0.009540990552492457,0.13979329328828077,0.10049507755126637,0.18332483142570385,0.021379174833860363,0.5267681509826998,0.14538209139003969
2006-04-01,46.29663333064005,45.58319623796135,0.7134370926786957,0.333166113694694,-0.03460038019727405,0.28810393997137684,0.001267343530510546,-0.18435641101460287,-0.06849709298791218,0.14826928092701666,0.03825410108595071,0.13442170378640558,0.09271295327385783,0.14877879989999265,0.036706056931375144,0.3503968832020121,0.05120735476200789,0.16271374350945042,-0.052221632523846005,0.19187012770662557,0.016346526320612922,0.5325423360046408,0.2564637951683325
2006-07-01,47.068408840664866,46.29663333064005,0.7717755100248169,0.31343343484039443,0.12585490041921912,0.2887854329269474,0.08563502564030112,-0.21273225688601316,-0.010247690633588278,0.15903433309005657,0.00489676133629744,0.1471117854276264,0.01521653999548441,0.15947287785363054,0.004641402753342811,0.3952943945446195,0.05235996044212072,0.15080327627168527,-0.14297693999115058,0.19840386493732015,0.02382389423973253,0.5427283870551665,0.30364383103260073
2006-10-01,48.09192441139735,47.068408840664866,1.023515570732485,0.3852087829161351,-0.042788499636223803,0.33483424709532106,0.10500252792131647,-0.21697750113320932,-0.3820190966379025,0.16041232629127594,0.026077665312494402,0.14919454870957277,0.321706491591599,0.1608251212436322,0.02055500536720266,0.44120248584858074,-0.017967341856182952,0.11819376030638287,0.10713717947174242,0.20792632015020443,0.034256903680388945,0.5547883020308659,0.21484720508893734
2007-01-01,48.647612791773966,48.09192441139735,0.5556883803766155,0.3608064001340684,0.06616765155957526,0.391297614266693,-0.12737841287803545,-0.3752340713506563,0.4901573145825506,0.1677508186204657,0.022053847075106686,0.19322811142814106,-0.21766082044211169,0.16681369228914864,0.02584709790404287,0.42544910552785026,0.04827523941203565,0.1426291102633584,0.1478876593989347,0.2216188688051827,0.030511799400800253,0.5633214542353019,0.1299792903894046
2007-04-01,49.3830755526828,48.647612791773966,0.7354627609088311,0.3985419686834325,0.02292673442905926,0.3228019862240177,0.16303855116931895,-0.17217978386734206,-0.4256613595459812,0.17395697188036863,0.041320150716630366,0.16343579564086758,0.13831359328647957,0.17434408108514263,0.03898899435440823,0.4677758009633473,0.02111756741414743,0.17635864028784523,-0.07820781704502466,0.2338144922551083,0.028270449949255913,0.5684838814954482,0.21510334922497099
2007-07-01,50.10508037877226,49.3830755526828,0.72200482608946,0.4116171396811802,0.07560469816586678,0.4104732619542558,0.11460109695567496,-0.3485157509137573,-0.1876951728517941,0.18558483831094486,-0.007925728293493348,0.18236746299603696,0.06390745501775703,0.1857032784443009,-0.009041756958022661,0.4862912315477133,0.07443697069738676,0.15852136485938081,-0.07977476957658843,0.24511424412526683,0.030275250796558868,0.577027207054935,0.07155420991989972
2007-10-01,50.7426604025767,50.10508037877226,0.6375800238044462,0.45473467828270225,0.13772608058635025,0.47209810036289995,0.029252781818997525,-0.4262710112222512,0.17407936012185168,0.1833544662439648,0.015678412551078102,0.19111479325594638,0.1402417621984891,0.18306901963715858,0.013277335828908046,0.5515559723594141,0.0558361928914119,0.14032670618017637,0.06593025930086353,0.257215318654395,0.03464105001170256,0.5798691475114651,0.06244264446348236
2008-01-01,51.32897727635991,50.7426604025767,0.5863168737832041,0.5332801885509955,0.013661733912146489,0.4878282984193486,0.04204256341542866,-0.35415628522821374,-0.09525097063271136,0.18776651421149634,0.04984116416701474,0.21031037865112456,0.0834348553141742,0.186937287608203,0.04847058516515883,0.6005119497833861,0.024418109815834563,0.15536377330023857,0.30960911674031255,0.271061411318523,0.02090210150593786,0.5823492011339165,0.31366844888915285
2008-04-01,53.24112833023612,51.32897727635991,1.9121510538762152,0.5410715077892309,0.2275659996289592,0.5104359893192276,0.3104991649750838,-0.39361528624381914,-0.4659474440530828,0.2017922713693766,0.05641543221342732,0.22173052101820914,-0.04178472440523625,0.20105888659072912,0.05721759647168037,0.6219212252188524,0.016318649671435145,0.22597798168916683,-0.25922197152105014,0.279416020495452,0.0302342091949531,0.5948072669253356,0.7079994686681789
